customer_id,signup_date,country,age,gender,loyalty_tier,acquisition_channel
3956,30-10-2023,UK,39,Female,Bronze,Paid Search
3957,25-07-2022,DE,32,Male,Bronze,Paid Search
3958,15-03-2023,US,58,Male,Silver,Referral
3959,18-04-2021,UK,44,Female,Bronze,Organic
3960,24-08-2021,BR,29,Female,Silver,Social
3961,03-11-2023,US,27,Female,Bronze,Organic
3962,31-07-2023,CA,37,Male,Silver,Organic
3963,21-12-2022,AU,39,Male,Bronze,Paid Search
3964,19-02-2022,AU,33,Male,Bronze,Organic
3965,07-08-2021,US,36,Female,Silver,Paid Search
3966,22-07-2023,US,39,Female,Gold,Social
3967,10-05-2023,DE,34,Female,Silver,Paid Search
3968,22-09-2021,IN,35,Female,Bronze,Email
3969,08-10-2022,US,25,Male,Bronze,Organic
3970,09-11-2022,IN,47,Female,Bronze,Social
3971,07-06-2022,IN,26,Female,Silver,Organic
3972,12-10-2023,US,49,Male,Bronze,Paid Search
3973,16-05-2021,US,47,Male,Silver,Organic
3974,10-10-2021,CA,31,Female,Bronze,Organic
3975,15-04-2021,IN,49,Other,Bronze,Paid Search
3976,29-01-2023,US,38,Male,Bronze,Referral
3977,07-12-2022,AU,29,Female,Bronze,Organic
3978,18-12-2023,CA,40,Female,Bronze,Paid Search
3979,17-08-2022,IN,30,Male,Bronze,Email
3980,14-06-2021,US,31,Male,Bronze,Referral
3981,09-05-2022,DE,31,Male,Bronze,Organic
3982,07-04-2021,DE,40,Male,Bronze,Paid Search
3983,05-01-2023,BR,38,Male,Bronze,Social
3984,09-01-2023,US,46,Female,Platinum,Organic
3985,29-07-2023,UK,50,Male,Bronze,Email
3986,08-01-2022,US,40,Male,Silver,Paid Search
3987,06-12-2021,AU,46,Male,Bronze,Paid Search
3988,20-03-2021,US,37,Male,Silver,Paid Search
3989,31-03-2022,IN,29,Male,Bronze,Organic
3990,05-06-2022,DE,35,Male,Bronze,Email
3991,07-04-2023,CA,38,Female,Bronze,Paid Search
3992,06-04-2023,UK,50,Female,Bronze,Organic
3993,03-06-2021,IN,27,Male,Bronze,Social
3994,09-11-2021,BR,34,Male,Bronze,Organic
3995,15-07-2022,UK,37,Male,Bronze,Email
3996,02-01-2022,IN,42,Female,Silver,Social
3997,28-01-2021,BR,33,Female,Bronze,Email
3998,16-07-2023,IN,30,Female,Bronze,Email
3999,12-03-2023,UK,26,Male,Bronze,Paid Search
4000,24-07-2022,US,29,Male,Gold,Paid Search
4001,14-12-2021,US,57,Female,Bronze,Social
4002,12-07-2023,IN,34,Male,Silver,Social
4003,08-02-2021,US,51,Male,Gold,Referral
4004,04-05-2022,US,38,Female,Silver,Organic
4005,28-05-2023,IN,30,Female,Bronze,Email
4006,10-11-2023,DE,50,Female,Silver,Social
4007,03-10-2021,US,45,Male,Silver,Social
4008,14-12-2022,UK,35,Male,Silver,Organic
4009,27-07-2021,US,24,Female,Bronze,Referral
4010,07-05-2021,US,38,Female,Bronze,Referral
4011,22-01-2022,US,47,Male,Bronze,Paid Search
4012,28-08-2023,DE,46,Female,Silver,Organic
4013,25-01-2023,IN,37,Female,Bronze,Organic
4014,20-06-2022,AU,45,Male,Silver,Paid Search
4015,06-11-2021,DE,30,Female,Bronze,Social
4016,05-06-2021,AU,43,Female,Bronze,Social
4017,24-10-2021,US,39,Male,Silver,Paid Search
4018,17-06-2021,UK,36,Female,Gold,Organic
4019,24-07-2021,UK,57,Female,Silver,Referral
4020,23-01-2023,IN,39,Female,Bronze,Organic
4021,26-05-2021,BR,20,Female,Gold,Paid Search
4022,21-02-2021,IN,44,Male,Gold,Paid Search
4023,17-08-2022,US,62,Female,Bronze,Organic
4024,10-11-2021,DE,25,Male,Bronze,Paid Search
4025,13-05-2022,US,38,Male,Silver,Social
4026,03-06-2021,US,35,Female,Silver,Organic
4027,18-08-2021,UK,41,Male,Silver,Email
4028,28-04-2022,US,31,Other,Platinum,Organic
4029,26-01-2023,DE,39,Female,Silver,Organic
4030,30-03-2022,IN,23,Male,Bronze,Organic
4031,17-08-2022,BR,47,Female,Gold,Referral
4032,26-07-2022,IN,32,Female,Platinum,Organic
4033,22-10-2021,IN,56,Male,Bronze,Social
4034,03-11-2021,IN,47,Female,Silver,Referral
4035,12-04-2022,DE,31,Male,Platinum,Referral
4036,05-02-2021,US,46,Female,Gold,Paid Search
4037,21-01-2023,US,47,Female,Bronze,Paid Search
4038,04-11-2022,US,25,Female,Bronze,Email
4039,02-12-2021,IN,27,Male,Bronze,Organic
4040,14-02-2022,BR,30,Female,Bronze,Social
4041,26-12-2021,UK,18,Male,Platinum,Email
4042,15-12-2022,IN,39,Female,Platinum,Organic
4043,12-04-2023,US,47,Female,Bronze,Social
4044,29-04-2021,UK,39,Male,Gold,Organic
4045,29-03-2022,CA,43,Male,Silver,Organic
4046,16-01-2021,IN,38,Male,Platinum,Paid Search
4047,11-05-2022,BR,39,Male,Bronze,Paid Search
4048,29-09-2021,IN,18,Female,Gold,Organic
4049,03-01-2022,US,43,Other,Silver,Social
4050,15-05-2022,CA,37,Female,Bronze,Paid Search
4051,21-12-2021,UK,35,Female,Gold,Paid Search
4052,08-03-2022,IN,29,Female,Bronze,Paid Search
4053,18-04-2023,BR,26,Male,Bronze,Paid Search
4054,07-06-2023,CA,35,Male,Bronze,Paid Search
4055,07-01-2021,AU,38,Female,Gold,Organic
4056,18-02-2022,DE,26,Female,Bronze,Paid Search
4057,17-07-2023,UK,47,Male,Bronze,Paid Search
4058,04-08-2022,IN,28,Female,Bronze,Referral
4059,13-08-2021,IN,36,Male,Gold,Paid Search
4060,12-10-2022,US,43,Male,Gold,Paid Search
4061,08-06-2021,CA,26,Male,Gold,Social
4062,24-01-2021,US,18,Male,Platinum,Email
4063,24-11-2022,BR,32,Male,Bronze,Organic
4064,19-07-2022,US,37,Female,Bronze,Paid Search
4065,09-04-2023,US,45,Male,Silver,Paid Search
4066,13-01-2022,US,33,Female,Bronze,Social
4067,25-07-2023,IN,39,Male,Silver,Organic
4068,07-04-2022,US,50,Female,Silver,Social
4069,20-03-2023,US,27,Other,Bronze,Social
4070,20-04-2021,DE,40,Female,Silver,Organic
4071,17-04-2021,IN,47,Male,Gold,Social
4072,08-05-2023,US,27,Male,Silver,Organic
4073,03-07-2023,US,29,Male,Platinum,Organic
4074,29-10-2023,US,37,Female,Bronze,Referral
4075,22-12-2021,BR,24,Female,Bronze,Email
4076,25-01-2021,BR,23,Female,Silver,Organic
4077,09-12-2023,IN,31,Female,Gold,Paid Search
4078,21-10-2022,US,26,Male,Bronze,Organic
4079,28-09-2021,US,30,Female,Bronze,Paid Search
4080,17-04-2023,DE,35,Female,Bronze,Email
4081,17-09-2023,US,49,Female,Bronze,Social
4082,08-11-2021,DE,40,Male,Silver,Email
4083,23-04-2023,US,37,Male,Bronze,Email
4084,13-05-2023,DE,21,Female,Bronze,Organic
4085,04-07-2022,IN,18,Other,Bronze,Organic
4086,24-11-2022,US,31,Female,Silver,Organic
4087,23-10-2021,US,42,Female,Gold,Paid Search
4088,15-10-2023,DE,53,Female,Bronze,Paid Search
4089,13-12-2023,DE,38,Male,Silver,Social
4090,11-12-2023,UK,51,Female,Bronze,Email
4091,19-03-2023,US,26,Male,Bronze,Organic
4092,16-02-2021,UK,37,Male,Bronze,Organic
4093,06-02-2022,US,20,Male,Silver,Organic
4094,03-05-2022,UK,29,Female,Gold,Social
4095,18-11-2023,CA,47,Female,Bronze,Paid Search
4096,22-08-2022,US,30,Female,Bronze,Paid Search
4097,11-08-2022,CA,27,Male,Bronze,Social
4098,10-06-2021,BR,25,Male,Silver,Email
4099,20-05-2023,AU,43,Female,Bronze,Organic
4100,04-01-2022,US,42,Male,Silver,Referral
4101,11-04-2021,BR,35,Female,Bronze,Organic
4102,18-12-2023,US,35,Female,Bronze,Referral
4103,28-07-2021,IN,21,Female,Bronze,Organic
4104,18-01-2021,IN,27,Female,Bronze,Organic
4105,27-03-2021,US,43,Female,Silver,Social
4106,11-05-2022,US,37,Male,Bronze,Social
4107,23-04-2021,BR,36,Female,Silver,Email
4108,12-07-2023,US,42,Male,Silver,Referral
4109,16-07-2022,IN,31,Other,Bronze,Organic
4110,21-12-2021,CA,51,Female,Bronze,Email
4111,04-01-2021,US,21,Male,Bronze,Social
4112,10-06-2022,AU,43,Male,Bronze,Email
4113,15-06-2021,AU,41,Male,Silver,Paid Search
4114,07-12-2023,US,38,Female,Bronze,Organic
4115,15-11-2021,IN,18,Male,Bronze,Organic
4116,04-06-2022,US,39,Female,Bronze,Organic
4117,21-01-2021,AU,29,Male,Gold,Social
4118,24-05-2021,US,49,Female,Bronze,Organic
4119,16-08-2021,IN,26,Female,Bronze,Social
4120,26-02-2021,DE,42,Male,Silver,Paid Search
4121,06-03-2023,DE,29,Male,Silver,Paid Search
4122,02-11-2023,DE,18,Female,Gold,Paid Search
4123,15-12-2023,US,34,Male,Silver,Organic
4124,19-10-2021,CA,41,Female,Silver,Social
4125,14-05-2023,CA,33,Female,Bronze,Paid Search
4126,06-07-2022,IN,36,Male,Bronze,Organic
4127,20-02-2021,CA,38,Other,Bronze,Organic
4128,10-04-2021,US,41,Male,Silver,Email
4129,23-08-2022,US,26,Male,Gold,Paid Search
4130,09-04-2022,US,51,Male,Bronze,Referral
4131,10-01-2021,US,29,Female,Gold,Referral
4132,16-10-2023,US,39,Other,Bronze,Paid Search
4133,11-03-2023,US,49,Male,Silver,Email
4134,05-07-2022,IN,27,Female,Bronze,Organic
4135,17-12-2023,UK,39,Male,Bronze,Referral
4136,30-11-2023,IN,29,Male,Silver,Email
4137,03-12-2023,BR,24,Male,Bronze,Paid Search
4138,11-10-2021,IN,49,Other,Silver,Paid Search
4139,23-08-2023,IN,35,Female,Gold,Organic
4140,07-07-2022,US,33,Male,Silver,Paid Search
4141,07-03-2023,CA,31,Female,Silver,Organic
4142,31-07-2023,UK,31,Male,Bronze,Organic
4143,28-06-2021,US,18,Female,Gold,Paid Search
4144,06-05-2022,US,47,Female,Bronze,Organic
4145,22-05-2021,US,42,Male,Gold,Referral
4146,03-11-2021,IN,18,Female,Bronze,Organic
4147,29-03-2022,US,36,Male,Bronze,Paid Search
4148,26-07-2023,CA,40,Female,Gold,Paid Search
4149,03-08-2023,US,37,Male,Silver,Paid Search
4150,03-03-2022,BR,42,Male,Silver,Email
4151,27-12-2021,US,44,Male,Gold,Paid Search
4152,05-08-2022,IN,34,Male,Bronze,Organic
4153,26-09-2023,BR,37,Female,Bronze,Social
4154,06-12-2023,US,29,Female,Bronze,Social
4155,06-09-2021,BR,58,Male,Bronze,Social
4156,24-07-2021,US,54,Female,Bronze,Paid Search
4157,13-02-2023,IN,28,Male,Bronze,Organic
4158,27-11-2021,BR,35,Male,Bronze,Organic
4159,07-08-2021,US,27,Female,Silver,Email
4160,04-02-2021,US,48,Female,Platinum,Organic
4161,18-03-2022,US,40,Male,Bronze,Organic
4162,06-03-2022,US,34,Female,Silver,Social
4163,09-09-2022,IN,43,Female,Bronze,Email
4164,08-08-2021,CA,28,Male,Bronze,Referral
4165,22-02-2023,US,31,Female,Bronze,Paid Search
4166,15-01-2023,UK,27,Male,Bronze,Organic
4167,22-05-2022,DE,47,Female,Gold,Paid Search
4168,18-07-2021,CA,28,Male,Bronze,Paid Search
4169,10-07-2022,AU,26,Female,Bronze,Organic
4170,09-01-2023,CA,44,Female,Bronze,Referral
4171,13-02-2022,US,18,Male,Silver,Paid Search
4172,16-10-2021,US,37,Male,Bronze,Referral
4173,09-07-2022,DE,39,Male,Bronze,Social
4174,24-01-2022,US,40,Female,Bronze,Referral
4175,15-03-2022,US,23,Male,Bronze,Email
4176,18-01-2022,BR,43,Male,Gold,Organic
4177,29-11-2021,IN,18,Female,Bronze,Paid Search
4178,24-02-2023,IN,31,Female,Silver,Email
4179,19-05-2022,IN,32,Female,Bronze,Social
4180,26-05-2022,US,50,Male,Bronze,Paid Search
4181,17-12-2022,US,34,Female,Silver,Referral
4182,31-01-2022,AU,50,Female,Bronze,Paid Search
4183,21-04-2021,US,41,Female,Bronze,Organic
4184,23-07-2023,IN,61,Female,Bronze,Organic
4185,02-03-2021,US,31,Male,Bronze,Referral
4186,19-09-2022,US,33,Male,Bronze,Social
4187,19-10-2021,US,47,Female,Bronze,Organic
4188,23-08-2021,US,45,Female,Bronze,Organic
4189,15-02-2021,DE,43,Male,Bronze,Organic
4190,13-09-2023,US,41,Female,Bronze,Organic
4191,15-04-2022,IN,36,Female,Gold,Email
4192,11-01-2022,DE,21,Male,Gold,Paid Search
4193,23-03-2023,IN,21,Male,Platinum,Paid Search
4194,12-02-2021,US,39,Female,Bronze,Email
4195,11-09-2022,US,22,Male,Bronze,Email
4196,26-06-2022,US,42,Male,Bronze,Organic
4197,30-08-2022,US,33,Female,Bronze,Organic
4198,16-05-2021,IN,48,Female,Gold,Paid Search
4199,10-11-2023,IN,41,Male,Bronze,Paid Search
4200,19-09-2021,US,28,Female,Bronze,Paid Search
4201,13-01-2023,US,44,Female,Gold,Email
4202,30-03-2023,UK,41,Male,Bronze,Organic
4203,12-01-2022,US,37,Female,Silver,Email
4204,24-05-2021,IN,44,Other,Bronze,Organic
4205,21-11-2021,BR,28,Female,Bronze,Referral
4206,03-06-2023,CA,30,Female,Bronze,Organic
4207,20-09-2023,US,26,Female,Silver,Paid Search
4208,23-10-2023,IN,18,Male,Bronze,Social
4209,05-09-2021,AU,21,Male,Bronze,Email
4210,27-10-2022,DE,31,Male,Gold,Social
4211,15-06-2021,UK,33,Male,Silver,Organic
4212,17-02-2023,UK,44,Female,Bronze,Social
4213,01-04-2022,BR,20,Male,Bronze,Organic
4214,21-02-2023,US,26,Male,Silver,Email
4215,21-01-2023,UK,32,Female,Bronze,Organic
4216,24-12-2023,IN,34,Male,Bronze,Paid Search
4217,20-06-2022,IN,41,Male,Silver,Email
4218,09-01-2022,US,20,Male,Bronze,Social
4219,31-07-2022,CA,51,Other,Bronze,Organic
4220,28-06-2021,US,32,Female,Bronze,Paid Search
4221,03-05-2021,UK,50,Male,Gold,Social
4222,23-07-2022,BR,43,Male,Bronze,Social
4223,23-06-2023,US,23,Male,Bronze,Paid Search
4224,07-08-2022,US,28,Female,Bronze,Referral
4225,07-05-2023,IN,18,Female,Bronze,Email
4226,14-07-2021,IN,23,Male,Bronze,Paid Search
4227,08-05-2022,US,33,Female,Gold,Paid Search
4228,03-11-2022,CA,28,Male,Silver,Referral
4229,16-01-2022,UK,23,Female,Bronze,Paid Search
4230,16-01-2021,US,29,Male,Silver,Email
4231,22-03-2021,IN,27,Female,Silver,Email
4232,13-10-2023,IN,26,Male,Bronze,Social
4233,25-10-2022,IN,37,Male,Bronze,Paid Search
4234,17-10-2021,AU,18,Male,Silver,Organic
4235,11-10-2021,IN,43,Male,Bronze,Referral
4236,13-02-2021,US,34,Male,Bronze,Organic
4237,01-11-2023,IN,39,Female,Gold,Paid Search
4238,29-04-2021,UK,32,Female,Bronze,Email
4239,12-04-2023,IN,31,Female,Silver,Organic
4240,21-09-2021,US,18,Female,Gold,Email
4241,03-01-2022,US,62,Female,Silver,Organic
4242,27-10-2021,CA,42,Female,Bronze,Referral
4243,22-06-2023,US,34,Male,Silver,Referral
4244,05-02-2021,US,40,Male,Bronze,Organic
4245,21-01-2022,AU,33,Male,Gold,Organic
4246,02-11-2021,DE,24,Male,Bronze,Paid Search
4247,26-10-2021,US,24,Female,Bronze,Social
4248,31-07-2021,US,50,Female,Silver,Paid Search
4249,27-09-2023,IN,33,Female,Gold,Social
4250,19-02-2022,UK,44,Other,Silver,Referral
4251,03-04-2022,US,43,Female,Silver,Organic
4252,26-02-2022,CA,32,Male,Bronze,Paid Search
4253,10-12-2023,US,34,Female,Bronze,Organic
4254,07-01-2022,US,28,Male,Bronze,Email
4255,10-01-2022,UK,36,Female,Silver,Paid Search
4256,26-12-2021,DE,44,Male,Bronze,Organic
4257,25-12-2021,DE,45,Male,Bronze,Paid Search
4258,09-04-2021,US,21,Female,Bronze,Email
4259,24-10-2022,IN,31,Female,Silver,Organic
4260,28-01-2021,US,24,Male,Bronze,Referral
4261,05-09-2021,US,48,Female,Silver,Social
4262,10-08-2021,IN,35,Female,Bronze,Email
4263,16-11-2021,IN,39,Female,Bronze,Organic
4264,09-04-2023,CA,35,Male,Bronze,Paid Search
4265,19-10-2022,AU,28,Male,Silver,Organic
4266,21-12-2023,UK,54,Female,Bronze,Organic
4267,20-01-2022,CA,47,Male,Bronze,Organic
4268,14-10-2023,US,38,Male,Bronze,Referral
4269,19-02-2021,CA,25,Other,Bronze,Referral
4270,07-07-2022,US,32,Female,Silver,Paid Search
4271,25-05-2023,IN,37,Male,Silver,Email
4272,06-08-2022,US,31,Male,Bronze,Referral
4273,19-10-2023,IN,26,Female,Bronze,Email
4274,11-12-2021,DE,34,Male,Silver,Organic
4275,06-02-2021,US,30,Female,Bronze,Referral
4276,28-04-2023,CA,18,Male,Bronze,Referral
4277,16-03-2021,BR,18,Male,Bronze,Organic
4278,18-04-2023,UK,36,Female,Platinum,Paid Search
4279,15-03-2023,US,35,Male,Silver,Paid Search
4280,14-07-2023,DE,41,Male,Silver,Paid Search
4281,09-06-2022,US,47,Male,Bronze,Social
4282,08-09-2023,US,19,Female,Bronze,Paid Search
4283,05-07-2021,US,27,Male,Bronze,Organic
4284,21-04-2022,IN,18,Female,Platinum,Organic
4285,14-05-2021,US,52,Male,Bronze,Organic
4286,20-04-2023,US,34,Male,Bronze,Paid Search
4287,22-02-2023,IN,19,Male,Bronze,Email
4288,03-06-2023,CA,36,Male,Gold,Paid Search
4289,17-04-2023,BR,24,Female,Bronze,Social
4290,04-12-2021,CA,43,Female,Silver,Referral
4291,16-03-2021,US,28,Male,Bronze,Organic
4292,15-10-2023,CA,31,Male,Bronze,Organic
4293,24-06-2022,UK,19,Male,Silver,Referral
4294,14-04-2021,US,29,Female,Silver,Organic
4295,13-10-2023,IN,32,Female,Silver,Email
4296,25-12-2023,US,36,Male,Bronze,Paid Search
4297,03-05-2022,IN,54,Male,Bronze,Organic
4298,24-04-2023,BR,18,Female,Bronze,Social
4299,09-02-2021,IN,41,Female,Bronze,Organic
4300,13-04-2021,US,29,Male,Bronze,Referral
4301,30-10-2021,CA,32,Male,Silver,Paid Search
4302,20-12-2022,CA,27,Male,Silver,Social
4303,27-05-2021,UK,28,Male,Silver,Referral
4304,07-02-2021,IN,18,Female,Bronze,Email
4305,03-01-2023,CA,44,Male,Bronze,Organic
4306,24-04-2023,US,31,Male,Gold,Paid Search
4307,21-03-2023,UK,53,Female,Gold,Email
4308,26-05-2023,AU,44,Male,Bronze,Paid Search
4309,30-05-2023,CA,43,Male,Bronze,Referral
4310,22-10-2022,US,60,Male,Bronze,Social
4311,23-07-2022,BR,30,Male,Bronze,Paid Search
4312,28-07-2023,US,43,Male,Gold,Paid Search
4313,17-01-2022,IN,18,Female,Bronze,Organic
4314,18-04-2021,UK,40,Male,Bronze,Social
4315,04-04-2023,US,41,Male,Bronze,Paid Search
4316,30-10-2021,US,43,Male,Silver,Organic
4317,08-12-2023,IN,27,Male,Bronze,Organic
4318,30-03-2022,US,39,Male,Bronze,Organic
4319,22-07-2023,IN,30,Male,Bronze,Organic
4320,16-02-2021,DE,30,Male,Silver,Paid Search
4321,23-12-2022,UK,32,Male,Bronze,Organic
4322,06-05-2022,BR,36,Female,Bronze,Organic
4323,22-05-2022,BR,37,Male,Bronze,Email
4324,18-10-2021,BR,47,Female,Silver,Paid Search
4325,30-11-2023,IN,46,Female,Bronze,Social
4326,07-03-2022,US,34,Female,Silver,Paid Search
4327,21-07-2023,DE,42,Male,Bronze,Organic
4328,11-04-2022,BR,37,Female,Silver,Social
4329,22-02-2021,CA,28,Female,Bronze,Organic
4330,21-08-2023,DE,34,Male,Bronze,Organic
4331,22-07-2021,CA,40,Female,Silver,Social
4332,24-10-2021,IN,45,Female,Bronze,Organic
4333,01-08-2023,IN,38,Female,Bronze,Organic
4334,06-09-2023,US,44,Male,Bronze,Referral
4335,01-10-2023,DE,45,Female,Silver,Organic
4336,12-04-2022,US,42,Male,Silver,Paid Search
4337,09-04-2023,US,34,Female,Bronze,Paid Search
4338,25-12-2021,US,34,Female,Bronze,Paid Search
4339,22-03-2023,IN,28,Female,Bronze,Paid Search
4340,05-07-2022,IN,40,Female,Silver,Email
4341,26-02-2021,CA,21,Other,Bronze,Organic
4342,03-04-2022,BR,52,Male,Bronze,Organic
4343,28-05-2022,US,34,Female,Bronze,Email
4344,09-10-2021,US,23,Male,Bronze,Paid Search
4345,15-02-2022,US,44,Female,Silver,Referral
4346,05-07-2022,US,29,Male,Bronze,Email
4347,24-02-2021,DE,37,Male,Silver,Social
4348,16-06-2021,UK,25,Male,Bronze,Paid Search
4349,20-04-2023,US,28,Female,Bronze,Paid Search
4350,21-01-2022,UK,48,Male,Platinum,Organic
4351,29-10-2022,BR,33,Female,Gold,Paid Search
4352,12-09-2022,US,40,Female,Bronze,Organic
4353,27-08-2022,BR,35,Male,Gold,Organic
4354,29-03-2022,US,34,Female,Silver,Organic
4355,14-06-2022,US,29,Male,Silver,Social
4356,22-06-2023,IN,23,Male,Platinum,Organic
4357,23-11-2023,US,39,Male,Bronze,Referral
4358,09-10-2021,US,36,Male,Bronze,Paid Search
4359,04-01-2023,US,30,Female,Bronze,Organic
4360,28-11-2023,US,31,Male,Silver,Email
4361,09-01-2021,UK,47,Male,Bronze,Organic
4362,10-05-2023,US,43,Female,Bronze,Social
4363,29-06-2022,US,37,Female,Bronze,Referral
4364,26-11-2023,UK,27,Female,Bronze,Paid Search
4365,26-09-2022,UK,39,Female,Silver,Organic
4366,07-07-2023,DE,28,Male,Bronze,Paid Search
4367,01-07-2021,IN,31,Male,Bronze,Email
4368,05-06-2021,BR,48,Male,Silver,Email
4369,12-10-2023,US,24,Male,Gold,Organic
4370,31-07-2022,CA,29,Male,Bronze,Organic
4371,04-09-2022,IN,42,Female,Silver,Organic
4372,06-07-2021,BR,46,Male,Bronze,Paid Search
4373,06-09-2021,US,27,Female,Silver,Paid Search
4374,15-06-2023,AU,32,Male,Silver,Organic
4375,29-11-2021,BR,50,Male,Gold,Social
4376,02-10-2022,US,50,Male,Bronze,Paid Search
4377,13-12-2021,IN,30,Female,Silver,Social
4378,16-10-2021,US,34,Male,Bronze,Paid Search
4379,01-07-2021,US,38,Male,Silver,Social
4380,15-10-2023,IN,44,Male,Bronze,Organic
4381,27-10-2023,IN,31,Female,Platinum,Paid Search
4382,07-05-2021,IN,32,Male,Bronze,Referral
4383,22-01-2022,US,69,Female,Silver,Paid Search
4384,10-09-2022,US,46,Male,Silver,Email
4385,24-02-2022,US,41,Female,Bronze,Organic
4386,01-03-2023,US,30,Male,Bronze,Organic
4387,12-10-2021,IN,38,Female,Silver,Email
4388,06-03-2021,US,34,Female,Silver,Organic
4389,04-01-2022,CA,31,Female,Bronze,Referral
4390,17-10-2022,CA,29,Female,Bronze,Organic
4391,17-07-2021,AU,27,Male,Bronze,Paid Search
4392,13-06-2023,US,35,Female,Silver,Email
4393,14-01-2021,US,23,Male,Bronze,Organic
4394,15-03-2021,US,18,Other,Bronze,Organic
4395,12-07-2022,US,27,Female,Bronze,Paid Search
4396,15-07-2022,BR,36,Female,Platinum,Paid Search
4397,19-11-2021,UK,22,Male,Gold,Social
4398,11-10-2021,AU,18,Male,Bronze,Organic
4399,18-03-2021,BR,24,Male,Bronze,Organic
4400,27-12-2022,IN,38,Male,Bronze,Paid Search
4401,20-02-2022,IN,37,Male,Bronze,Email
4402,10-05-2021,US,26,Male,Bronze,Paid Search
4403,14-03-2022,CA,27,Male,Bronze,Organic
4404,24-10-2023,UK,35,Female,Bronze,Paid Search
4405,14-10-2021,US,36,Male,Bronze,Email
4406,07-09-2023,BR,31,Other,Silver,Social
4407,11-10-2021,CA,46,Male,Silver,Paid Search
4408,23-07-2021,AU,32,Male,Bronze,Referral
4409,13-10-2021,US,45,Female,Bronze,Social
4410,20-12-2021,CA,45,Female,Bronze,Organic
4411,13-05-2021,UK,18,Male,Bronze,Social
4412,06-10-2022,US,43,Male,Silver,Organic
4413,01-01-2022,US,44,Male,Silver,Organic
4414,26-02-2023,US,42,Male,Bronze,Email
4415,22-06-2022,US,21,Male,Silver,Email
4416,30-04-2022,UK,31,Male,Gold,Paid Search
4417,31-05-2022,BR,30,Female,Bronze,Email
4418,21-06-2021,AU,50,Female,Bronze,Email
4419,20-02-2023,US,48,Female,Bronze,Email
4420,25-04-2021,DE,29,Female,Bronze,Social
4421,02-03-2023,US,32,Female,Platinum,Referral
4422,31-12-2023,US,20,Female,Silver,Organic
4423,17-04-2023,BR,34,Male,Bronze,Social
4424,14-05-2022,AU,53,Male,Silver,Paid Search
4425,11-12-2021,AU,18,Other,Bronze,Organic
4426,14-08-2023,IN,18,Male,Bronze,Organic
4427,09-10-2021,CA,27,Female,Bronze,Organic
4428,13-06-2022,IN,35,Male,Bronze,Organic
4429,25-04-2023,DE,36,Female,Silver,Paid Search
4430,07-10-2023,US,26,Male,Bronze,Referral
4431,06-10-2023,US,41,Female,Bronze,Paid Search
4432,07-04-2021,AU,37,Female,Bronze,Organic
4433,11-09-2023,US,48,Female,Gold,Paid Search
4434,05-05-2021,BR,34,Male,Gold,Paid Search
4435,03-10-2022,US,30,Female,Bronze,Paid Search
4436,15-10-2023,BR,43,Male,Bronze,Organic
4437,19-12-2022,AU,51,Other,Silver,Organic
4438,04-11-2023,US,20,Female,Bronze,Paid Search
4439,13-01-2022,IN,46,Male,Bronze,Email
4440,11-12-2021,CA,21,Male,Bronze,Organic
4441,24-12-2021,US,49,Male,Gold,Email
4442,24-01-2022,US,18,Female,Bronze,Email
4443,18-01-2023,US,42,Female,Bronze,Social
4444,11-05-2022,US,41,Female,Bronze,Organic
4445,19-03-2023,US,34,Male,Silver,Paid Search
4446,01-04-2022,US,42,Female,Bronze,Organic
4447,03-12-2021,US,43,Male,Bronze,Social
4448,28-07-2021,AU,40,Male,Silver,Paid Search
4449,27-08-2022,US,26,Female,Bronze,Paid Search
4450,11-09-2023,US,26,Male,Bronze,Organic
4451,30-07-2023,CA,42,Female,Gold,Social
4452,05-10-2021,CA,23,Male,Bronze,Organic
4453,08-06-2022,IN,18,Female,Gold,Social
4454,12-02-2023,IN,29,Male,Silver,Organic
4455,02-11-2022,US,26,Male,Bronze,Paid Search
4456,15-03-2021,AU,42,Female,Bronze,Referral
4457,10-10-2022,BR,38,Male,Bronze,Email
4458,12-02-2021,US,47,Male,Silver,Paid Search
4459,08-05-2021,IN,47,Male,Gold,Organic
4460,17-12-2022,CA,43,Female,Silver,Organic
4461,23-04-2021,CA,24,Female,Bronze,Paid Search
4462,07-01-2022,US,43,Male,Bronze,Email
4463,07-10-2022,AU,58,Male,Silver,Paid Search
4464,19-12-2022,CA,35,Female,Bronze,Organic
4465,04-05-2022,IN,43,Male,Silver,Referral
4466,13-04-2021,IN,32,Male,Bronze,Paid Search
4467,26-05-2023,IN,18,Female,Bronze,Email
4468,07-11-2023,CA,28,Female,Bronze,Email
4469,01-09-2023,IN,49,Male,Bronze,Organic
4470,31-03-2023,CA,32,Female,Bronze,Paid Search
4471,17-03-2022,BR,45,Male,Silver,Email
4472,18-08-2023,DE,50,Female,Bronze,Paid Search
4473,19-06-2022,US,30,Other,Bronze,Paid Search
4474,30-05-2021,IN,29,Female,Bronze,Referral
4475,21-07-2023,US,30,Female,Silver,Email
4476,17-12-2021,US,23,Female,Silver,Organic
4477,25-10-2023,UK,34,Male,Bronze,Referral
4478,08-02-2022,IN,18,Female,Silver,Social
4479,10-08-2023,US,18,Male,Gold,Paid Search
4480,12-08-2022,UK,39,Male,Bronze,Organic
4481,27-05-2022,US,30,Female,Bronze,Organic
